,raw,filtered
2015-01-08 08:00:00,1.0,1.2542224376
2015-01-08 09:00:00,2.0,1.64679769117
2015-01-08 10:00:00,2.0,1.60884793475
2015-01-08 11:00:00,0.0,1.50666129552
2015-01-08 12:00:00,2.0,1.42809976131
2015-01-08 13:00:00,1.0,1.19181331761
2015-01-08 14:00:00,1.0,0.941254834637
2015-01-08 15:00:00,1.0,0.644327924822
2015-01-08 16:00:00,0.0,0.416135916474
2015-01-08 17:00:00,0.0,0.247270340657
2015-01-08 18:00:00,1.0,0.0584396776562
2015-01-08 19:00:00,0.0,0.0
2015-01-08 20:00:00,0.0,0.0
2015-01-08 21:00:00,0.0,0.0
2015-01-08 22:00:00,0.0,0.0
2015-01-08 23:00:00,0.0,0.0
2015-01-09 00:00:00,0.0,0.0
2015-01-09 01:00:00,0.0,0.0
2015-01-09 02:00:00,0.0,0.0
2015-01-09 03:00:00,0.0,0.0
2015-01-09 04:00:00,0.0,0.0682809598018
2015-01-09 05:00:00,0.0,0.442446327579
2015-01-09 06:00:00,0.0,0.911390392662
2015-01-09 07:00:00,1.0,1.41665646232
2015-01-09 08:00:00,2.0,2.04385105648
2015-01-09 09:00:00,3.0,2.83126032234
2015-01-09 10:00:00,4.0,3.56534684053
2015-01-09 11:00:00,4.0,3.57932356053
2015-01-09 12:00:00,6.0,3.34479884107
2015-01-09 13:00:00,5.0,3.13620846812
2015-01-09 14:00:00,3.0,2.72158394284
2015-01-09 15:00:00,2.0,2.10102490008
2015-01-09 16:00:00,0.0,1.4852468868
2015-01-09 17:00:00,0.0,0.961526864366
2015-01-09 18:00:00,0.0,0.416097074953
2015-01-09 19:00:00,0.0,0.0
2015-01-09 20:00:00,0.0,0.0
2015-01-09 21:00:00,0.0,0.0
2015-01-09 22:00:00,0.0,0.0
2015-01-09 23:00:00,0.0,0.0
2015-01-10 00:00:00,0.0,0.0
2015-01-10 01:00:00,0.0,0.0
2015-01-10 02:00:00,0.0,0.0
2015-01-10 03:00:00,0.0,0.0
2015-01-10 04:00:00,0.0,0.0
2015-01-10 05:00:00,0.0,0.0342482684547
2015-01-10 06:00:00,0.0,0.207832003283
2015-01-10 07:00:00,0.0,0.41984682153
2015-01-10 08:00:00,1.0,0.631405152727
2015-01-10 09:00:00,1.0,0.86182808279
2015-01-10 10:00:00,1.0,0.984442827675
2015-01-10 11:00:00,2.0,1.05295017531
2015-01-10 12:00:00,1.0,1.23974710249
2015-01-10 13:00:00,1.0,1.40897928959
2015-01-10 14:00:00,2.0,1.6271293899
2015-01-10 15:00:00,2.0,1.90164024201
2015-01-10 16:00:00,2.0,1.83130132295
2015-01-10 17:00:00,3.0,1.58221951382
2015-01-10 18:00:00,2.0,1.28270464305
2015-01-10 19:00:00,1.0,0.94732372909
2015-01-10 20:00:00,0.0,0.605802510395
2015-01-10 21:00:00,0.0,0.335480724195
2015-01-10 22:00:00,0.0,0.104299636235
2015-01-10 23:00:00,0.0,0.0
2015-01-12 00:00:00,0.0,0.0
2015-01-12 01:00:00,0.0,0.0
2015-01-12 02:00:00,0.0,0.0
2015-01-12 03:00:00,0.0,0.0
2015-01-12 04:00:00,0.0,0.0279891432171
2015-01-12 05:00:00,0.0,0.190862209277
2015-01-12 06:00:00,0.0,0.406083549498
2015-01-12 07:00:00,1.0,0.599031856892
2015-01-12 08:00:00,1.0,0.822057011565
2015-01-12 09:00:00,1.0,1.01370904012
2015-01-12 10:00:00,1.0,1.2199198436
2015-01-12 11:00:00,1.0,1.45615790232
2015-01-12 12:00:00,2.0,1.73330480082
2015-01-12 13:00:00,2.0,1.90005395963
2015-01-12 14:00:00,1.0,1.97983836562
2015-01-12 15:00:00,3.0,2.0
2015-01-12 16:00:00,2.0,2.0
2015-01-12 17:00:00,3.0,1.5
2015-01-12 18:00:00,2.0,1.07887861069
2015-01-12 19:00:00,0.0,0.669059137693
2015-01-12 20:00:00,0.0,0.0
2015-01-12 21:00:00,0.0,0.0
2015-01-12 22:00:00,0.0,0.0
2015-01-12 23:00:00,0.0,0.0
2015-01-13 00:00:00,0.0,0.0
2015-01-13 01:00:00,0.0,0.0
2015-01-13 02:00:00,0.0,0.0
2015-01-13 03:00:00,0.0,0.0
2015-01-13 04:00:00,0.0,0.0342845910483
2015-01-13 05:00:00,0.0,0.207989866702
2015-01-13 06:00:00,0.0,0.419966606191
2015-01-13 07:00:00,1.0,0.631549957753
2015-01-13 08:00:00,1.0,0.861752853737
2015-01-13 09:00:00,1.0,0.984388529725
2015-01-13 10:00:00,2.0,1.04791148809
2015-01-13 11:00:00,1.0,1.18989719042
2015-01-13 12:00:00,1.0,1.36817336398
2015-01-13 13:00:00,2.0,1.56720137101
2015-01-13 14:00:00,3.0,1.82869632653
2015-01-13 15:00:00,2.0,2.01838356807
2015-01-13 16:00:00,0.0,2.0
2015-01-13 17:00:00,4.0,2.0
2015-01-13 18:00:00,5.0,2.0
2015-01-13 19:00:00,2.0,2.0
2015-01-13 20:00:00,0.0,1.39631977103
2015-01-13 21:00:00,0.0,0.908162206878
2015-01-13 22:00:00,0.0,0.414544860741
2015-01-13 23:00:00,0.0,0.0
2015-01-14 00:00:00,0.0,0.0
2015-01-14 01:00:00,0.0,0.0
2015-01-14 02:00:00,0.0,0.0
2015-01-14 03:00:00,0.0,0.0
2015-01-14 04:00:00,0.0,0.10485189171
2015-01-14 05:00:00,0.0,0.375517619056
2015-01-14 06:00:00,0.0,0.724069260961
2015-01-14 07:00:00,1.0,1.11587613747
2015-01-14 08:00:00,2.0,1.5925117238
2015-01-14 09:00:00,2.0,2.02448297638
2015-01-14 10:00:00,3.0,2.38392837967
2015-01-14 11:00:00,1.0,2.7428087774
2015-01-14 12:00:00,3.0,3.10671189469
2015-01-14 13:00:00,4.0,3.70053918913
2015-01-14 14:00:00,4.0,5.0
2015-01-14 15:00:00,4.0,6.0
2015-01-14 16:00:00,3.0,2.0
2015-01-14 17:00:00,1.0,0.0
2015-01-14 18:00:00,0.0,0.0
2015-01-14 19:00:00,0.0,0.0
2015-01-14 20:00:00,0.0,0.0
2015-01-14 21:00:00,0.0,0.0
2015-01-14 22:00:00,0.0,0.0
2015-01-14 23:00:00,0.0,0.0
2015-01-15 00:00:00,0.0,0.0
2015-01-15 01:00:00,0.0,0.0
2015-01-15 02:00:00,0.0,0.0
2015-01-15 03:00:00,0.0,0.0
2015-01-15 04:00:00,0.0,0.41523872755
2015-01-15 05:00:00,0.0,0.954199750841
2015-01-15 06:00:00,0.0,1.47603665717
2015-01-15 07:00:00,2.0,2.09358149631
2015-01-15 08:00:00,3.0,2.51218962992
2015-01-15 09:00:00,5.0,2.68508952821
2015-01-15 10:00:00,5.0,2.94091527967
2015-01-15 11:00:00,3.0,3.12535984746
2015-01-15 12:00:00,3.0,3.4205411036
2015-01-15 13:00:00,4.0,3.97735959034
2015-01-15 14:00:00,5.0,4.53778591216
2015-01-15 15:00:00,5.0,5.09598528315
2015-01-15 16:00:00,1.0,3.46122831459
2015-01-15 17:00:00,5.0,2.563822866
2015-01-15 18:00:00,5.0,1.45605098464
2015-01-15 19:00:00,0.0,0.0
2015-01-15 20:00:00,0.0,0.0
2015-01-15 21:00:00,0.0,0.0
2015-01-15 22:00:00,0.0,0.0
2015-01-15 23:00:00,0.0,0.0
2015-01-16 00:00:00,0.0,0.0
2015-01-16 01:00:00,0.0,0.0
2015-01-16 02:00:00,0.0,0.0
2015-01-16 03:00:00,0.0,0.0
2015-01-16 04:00:00,0.0,0.179550870522
2015-01-16 05:00:00,0.0,0.726671296783
2015-01-16 06:00:00,0.0,1.15480493365
2015-01-16 07:00:00,2.0,1.64709142591
2015-01-16 08:00:00,2.0,2.14605293581
2015-01-16 09:00:00,3.0,2.35346955764
2015-01-16 10:00:00,4.0,2.55649483104
2015-01-16 11:00:00,1.0,2.76616287653
2015-01-16 12:00:00,3.0,3.01941704155
2015-01-16 13:00:00,3.0,2.67195097293
2015-01-16 14:00:00,2.0,2.28610663169
2015-01-16 15:00:00,2.0,1.88924882387
2015-01-16 16:00:00,0.0,1.50723711927
2015-01-16 17:00:00,1.0,1.13214964088
2015-01-16 18:00:00,1.0,0.76544501189
2015-01-16 19:00:00,0.0,0.468957509067
2015-01-16 20:00:00,0.0,0.244774551235
2015-01-16 21:00:00,0.0,0.0533105858068
2015-01-16 22:00:00,0.0,0.0
2015-01-16 23:00:00,0.0,0.0
2015-01-17 00:00:00,0.0,0.0
2015-01-17 01:00:00,0.0,0.0
2015-01-17 02:00:00,0.0,0.0
2015-01-17 03:00:00,0.0,0.0
2015-01-17 04:00:00,0.0,0.0
2015-01-17 05:00:00,0.0,0.0
2015-01-17 06:00:00,0.0,0.0190414981053
2015-01-17 07:00:00,0.0,0.144763455367
2015-01-17 08:00:00,0.0,0.371907248897
2015-01-17 09:00:00,1.0,0.491719504962
2015-01-17 10:00:00,1.0,0.539111531581
2015-01-17 11:00:00,1.0,0.518084619441
2015-01-17 12:00:00,0.0,0.11789094697
2015-01-17 13:00:00,0.0,0.787346160804
2015-01-17 14:00:00,0.0,1.06215827311
2015-01-17 15:00:00,2.0,1.437293913
2015-01-17 16:00:00,2.0,2.0
2015-01-17 17:00:00,2.0,1.74206265254
2015-01-17 18:00:00,2.0,1.25075751654
2015-01-17 19:00:00,0.0,0.86618444871
2015-01-17 20:00:00,0.0,0.379318810458
2015-01-17 21:00:00,0.0,0.0
2015-01-17 22:00:00,0.0,0.0
2015-01-17 23:00:00,0.0,0.0
2015-01-20 00:00:00,0.0,0.0
2015-01-20 01:00:00,0.0,0.0
2015-01-20 02:00:00,0.0,0.0
2015-01-20 03:00:00,0.0,0.0
2015-01-20 04:00:00,0.0,0.0
2015-01-20 05:00:00,0.0,0.0
2015-01-20 06:00:00,0.0,0.0786151315299
2015-01-20 07:00:00,0.0,0.310826563451
2015-01-20 08:00:00,2.0,0.509528492718
2015-01-20 09:00:00,1.0,0.718485665301
2015-01-20 10:00:00,1.0,0.931014370609
2015-01-20 11:00:00,1.0,0.834918713396
2015-01-20 12:00:00,1.0,0.605147217845
2015-01-20 13:00:00,0.0,0.407991709304
2015-01-20 14:00:00,0.0,0.192812322848
2015-01-20 15:00:00,0.0,0.0284520652624
2015-01-20 16:00:00,0.0,0.0
2015-01-20 17:00:00,0.0,0.0
2015-01-20 18:00:00,0.0,0.0
2015-01-20 19:00:00,0.0,0.0
2015-01-20 20:00:00,0.0,0.0
2015-01-20 21:00:00,0.0,0.0
2015-01-20 22:00:00,0.0,0.0
2015-01-20 23:00:00,0.0,0.0
2015-01-21 00:00:00,0.0,0.0
2015-01-21 01:00:00,0.0,0.0
2015-01-21 02:00:00,0.0,0.0
2015-01-21 03:00:00,0.0,0.0
2015-01-21 04:00:00,0.0,0.0
2015-01-21 05:00:00,0.0,0.0
2015-01-21 06:00:00,0.0,0.0
2015-01-21 07:00:00,0.0,0.0237832558691
2015-01-21 08:00:00,0.0,0.171042237922
2015-01-21 09:00:00,0.0,0.400345212279
2015-01-21 10:00:00,1.0,0.616057602142
2015-01-21 11:00:00,1.0,0.800003560978
2015-01-21 12:00:00,0.0,0.922830162212
2015-01-21 13:00:00,1.0,0.800003560978
2015-01-21 14:00:00,1.0,0.616057602142
2015-01-21 15:00:00,0.0,0.400345212279
2015-01-21 16:00:00,0.0,0.171042237922
2015-01-21 17:00:00,0.0,0.0237832558691
2015-01-21 18:00:00,0.0,0.0
2015-01-21 19:00:00,0.0,0.0
2015-01-21 20:00:00,0.0,0.0
2015-01-21 21:00:00,0.0,0.0
2015-01-21 22:00:00,0.0,0.0
2015-01-21 23:00:00,0.0,0.0
2015-01-22 00:00:00,0.0,0.0
2015-01-22 01:00:00,0.0,0.0
2015-01-22 02:00:00,0.0,0.0
2015-01-22 03:00:00,0.0,0.0
2015-01-22 04:00:00,0.0,0.0850206603066
2015-01-22 05:00:00,0.0,0.437231331106
2015-01-22 06:00:00,0.0,0.890899173925
2015-01-22 07:00:00,1.0,1.38769025323
2015-01-22 08:00:00,2.0,2.03692632582
2015-01-22 09:00:00,3.0,3.0
2015-01-22 10:00:00,4.0,2.50627910545
2015-01-22 11:00:00,1.0,2.38754557527
2015-01-22 12:00:00,1.0,2.29631550276
2015-01-22 13:00:00,2.0,2.0
2015-01-22 14:00:00,2.0,2.0
2015-01-22 15:00:00,2.0,2.0
2015-01-22 16:00:00,0.0,1.17179839784
2015-01-22 17:00:00,0.0,0.845615149959
2015-01-22 18:00:00,1.0,0.0709622234826
2015-01-22 19:00:00,0.0,0.0
2015-01-22 20:00:00,0.0,0.0
2015-01-22 21:00:00,0.0,0.0
2015-01-22 22:00:00,0.0,0.0
2015-01-22 23:00:00,0.0,0.0
2015-01-23 00:00:00,0.0,0.0
2015-01-23 01:00:00,0.0,0.0
2015-01-23 02:00:00,0.0,0.0
2015-01-23 03:00:00,0.0,0.0
2015-01-23 04:00:00,0.0,0.0719381784975
2015-01-23 05:00:00,0.0,0.279346148243
2015-01-23 06:00:00,0.0,0.518143428283
2015-01-23 07:00:00,1.0,0.834527976892
2015-01-23 08:00:00,1.0,1.19687450436
2015-01-23 09:00:00,2.0,1.53229684332
2015-01-23 10:00:00,2.0,1.78998808859
2015-01-23 11:00:00,2.0,1.95469485188
2015-01-23 12:00:00,4.0,1.91360298944
2015-01-23 13:00:00,2.0,1.69944084483
2015-01-23 14:00:00,2.0,1.43718194483
2015-01-23 15:00:00,1.0,0.93097737827
2015-01-23 16:00:00,0.0,0.202985029331
2015-01-23 17:00:00,0.0,0.426711681435
2015-01-23 18:00:00,3.0,0.23787876619
2015-01-23 19:00:00,2.0,0.0
2015-01-23 20:00:00,0.0,0.0
2015-01-23 21:00:00,0.0,0.0
2015-01-23 22:00:00,0.0,0.0
2015-01-23 23:00:00,0.0,0.0
2015-01-24 00:00:00,0.0,0.0
2015-01-24 01:00:00,0.0,0.0
2015-01-24 02:00:00,0.0,0.0
2015-01-24 03:00:00,0.0,0.0
2015-01-24 04:00:00,0.0,0.0
2015-01-24 05:00:00,0.0,0.0
2015-01-24 06:00:00,0.0,0.0
2015-01-24 07:00:00,0.0,0.0
2015-01-24 08:00:00,0.0,0.0
2015-01-24 09:00:00,0.0,0.0
2015-01-24 10:00:00,0.0,0.0
2015-01-24 11:00:00,0.0,0.0
2015-01-24 12:00:00,0.0,0.0
2015-01-24 13:00:00,0.0,0.0
2015-01-24 14:00:00,0.0,0.0
2015-01-24 15:00:00,0.0,0.0
2015-01-24 16:00:00,0.0,0.0
2015-01-24 17:00:00,0.0,0.0
2015-01-24 18:00:00,2.0,0.0
2015-01-24 19:00:00,2.0,0.0
2015-01-24 20:00:00,0.0,0.0
2015-01-24 21:00:00,0.0,0.0
2015-01-24 22:00:00,0.0,0.0
2015-01-24 23:00:00,0.0,0.0
2015-01-26 00:00:00,0.0,0.0
2015-01-26 01:00:00,0.0,0.0
2015-01-26 02:00:00,0.0,0.0
2015-01-26 03:00:00,0.0,0.0
2015-01-26 04:00:00,0.0,0.0
2015-01-26 05:00:00,0.0,0.0
2015-01-26 06:00:00,0.0,0.186072203683
2015-01-26 07:00:00,2.0,0.432268468609
2015-01-26 08:00:00,2.0,0.662925408721
2015-01-26 09:00:00,1.0,0.973375104557
2015-01-26 10:00:00,1.0,1.46910364928
2015-01-26 11:00:00,0.0,1.99340009251
2015-01-26 12:00:00,3.0,2.51723288253
2015-01-26 13:00:00,3.0,2.79442795341
2015-01-26 14:00:00,4.0,2.63519095623
2015-01-26 15:00:00,5.0,2.32722548858
2015-01-26 16:00:00,2.0,1.87789346468
2015-01-26 17:00:00,0.0,1.38899399749
2015-01-26 18:00:00,0.0,0.887088273549
2015-01-26 19:00:00,0.0,0.372786932959
2015-01-26 20:00:00,0.0,0.0
2015-01-26 21:00:00,0.0,0.0
2015-01-26 22:00:00,0.0,0.0
2015-01-26 23:00:00,0.0,0.0
2015-01-27 00:00:00,0.0,0.0
2015-01-27 01:00:00,0.0,0.0
2015-01-27 02:00:00,0.0,0.0
2015-01-27 03:00:00,0.0,0.0
2015-01-27 04:00:00,0.0,0.099569010133
2015-01-27 05:00:00,0.0,0.431091742592
2015-01-27 06:00:00,0.0,0.812378395971
2015-01-27 07:00:00,1.0,1.26099230227
2015-01-27 08:00:00,2.0,1.92650468747
2015-01-27 09:00:00,3.0,1.5279545402
2015-01-27 10:00:00,4.0,1.40618551465
2015-01-27 11:00:00,0.0,1.2967224103
2015-01-27 12:00:00,1.0,1.0
2015-01-27 13:00:00,1.0,0.959801132027
2015-01-27 14:00:00,1.0,0.722508210488
2015-01-27 15:00:00,2.0,0.509023109879
2015-01-27 16:00:00,0.0,0.313384742119
2015-01-27 17:00:00,0.0,0.0809017626834
2015-01-27 18:00:00,0.0,0.0
2015-01-27 19:00:00,0.0,0.0
2015-01-27 20:00:00,0.0,0.0
2015-01-27 21:00:00,0.0,0.0
2015-01-27 22:00:00,0.0,0.0
2015-01-27 23:00:00,0.0,0.0
2015-01-28 00:00:00,0.0,0.0
2015-01-28 01:00:00,0.0,0.0
2015-01-28 02:00:00,0.0,0.0
2015-01-28 03:00:00,0.0,0.0
2015-01-28 04:00:00,0.0,0.0724333503156
2015-01-28 05:00:00,0.0,0.287573319961
2015-01-28 06:00:00,0.0,0.735416170279
2015-01-28 07:00:00,1.0,1.35735913099
2015-01-28 08:00:00,1.0,2.04338302124
2015-01-28 09:00:00,3.0,2.90353026387
2015-01-28 10:00:00,4.0,2.91143961572
2015-01-28 11:00:00,4.0,3.06069693074
2015-01-28 12:00:00,5.0,3.07776843515
2015-01-28 13:00:00,3.0,3.0
2015-01-28 14:00:00,4.0,2.5
2015-01-28 15:00:00,3.0,1.9929425055
2015-01-28 16:00:00,0.0,1.48360195058
2015-01-28 17:00:00,1.0,0.944743962891
2015-01-28 18:00:00,0.0,0.560126343537
2015-01-28 19:00:00,0.0,0.294302167122
2015-01-28 20:00:00,0.0,0.0843380043085
2015-01-28 21:00:00,0.0,0.0
2015-01-28 22:00:00,0.0,0.0
2015-01-28 23:00:00,0.0,0.0
2015-01-29 00:00:00,0.0,0.0
2015-01-29 01:00:00,0.0,0.0
2015-01-29 02:00:00,0.0,0.0
2015-01-29 03:00:00,0.0,0.0
2015-01-29 04:00:00,0.0,0.212408841418
2015-01-29 05:00:00,0.0,0.750718230016
2015-01-29 06:00:00,0.0,1.2049658619
2015-01-29 07:00:00,2.0,1.72495965911
2015-01-29 08:00:00,2.0,2.30095626174
2015-01-29 09:00:00,3.0,2.89037828094
2015-01-29 10:00:00,5.0,2.8900446098
2015-01-29 11:00:00,5.0,2.9041259189
2015-01-29 12:00:00,4.0,3.0
2015-01-29 13:00:00,3.0,3.0
2015-01-29 14:00:00,3.0,2.83067060473
2015-01-29 15:00:00,3.0,2.32931479932
2015-01-29 16:00:00,1.0,1.90237195134
2015-01-29 17:00:00,1.0,1.43025807184
2015-01-29 18:00:00,1.0,0.960231576679
2015-01-29 19:00:00,1.0,0.672755847905
2015-01-29 20:00:00,0.0,0.433550898553
2015-01-29 21:00:00,0.0,0.213582911094
2015-01-29 22:00:00,0.0,0.0362359001561
2015-01-29 23:00:00,0.0,0.0
2015-01-30 00:00:00,0.0,0.0
2015-01-30 01:00:00,0.0,0.0
2015-01-30 02:00:00,0.0,0.0
2015-01-30 03:00:00,0.0,0.0
2015-01-30 04:00:00,0.0,0.000491516245033
2015-01-30 05:00:00,0.0,0.58301032351
2015-01-30 06:00:00,0.0,1.04451985862
2015-01-30 07:00:00,2.0,1.4184327593
2015-01-30 08:00:00,2.0,1.98677432419
2015-01-30 09:00:00,4.0,2.0
2015-01-30 10:00:00,2.0,2.0
2015-01-30 11:00:00,2.0,2.0
2015-01-30 12:00:00,2.0,2.0
2015-01-30 13:00:00,2.0,2.0
2015-01-30 14:00:00,4.0,2.0
2015-01-30 15:00:00,4.0,1.8993177284
2015-01-30 16:00:00,1.0,1.81747608779
2015-01-30 17:00:00,2.0,1.92155869793
2015-01-30 18:00:00,1.0,1.25460897722
2015-01-30 19:00:00,0.0,0.80290896981
2015-01-30 20:00:00,0.0,0.423782514348
2015-01-30 21:00:00,0.0,0.0989062863776
2015-01-30 22:00:00,0.0,0.0
2015-01-30 23:00:00,0.0,0.0
2015-01-31 00:00:00,0.0,0.0
2015-01-31 01:00:00,0.0,0.0
2015-01-31 02:00:00,0.0,0.0
2015-01-31 03:00:00,0.0,0.0
2015-01-31 04:00:00,0.0,0.0
2015-01-31 05:00:00,0.0,0.0276929392672
2015-01-31 06:00:00,0.0,0.189809638143
2015-01-31 07:00:00,0.0,0.405320629263
2015-01-31 08:00:00,1.0,0.59502321329
2015-01-31 09:00:00,1.0,0.811912367769
2015-01-31 10:00:00,1.0,0.974590144676
2015-01-31 11:00:00,1.0,0.973435217086
2015-01-31 12:00:00,1.0,0.808114119271
2015-01-31 13:00:00,1.0,0.591787408865
2015-01-31 14:00:00,0.0,0.400213870485
2015-01-31 15:00:00,0.0,0.175235369676
2015-01-31 16:00:00,0.0,0.010290922534
2015-01-31 17:00:00,0.0,0.0
2015-01-31 18:00:00,1.0,0.0
2015-01-31 19:00:00,1.0,0.0
2015-01-31 20:00:00,0.0,0.0
2015-01-31 21:00:00,0.0,0.0
2015-01-31 22:00:00,0.0,0.0
2015-01-31 23:00:00,0.0,0.0
2015-02-02 00:00:00,0.0,0.0
2015-02-02 01:00:00,0.0,0.0
2015-02-02 02:00:00,0.0,0.0
2015-02-02 03:00:00,0.0,0.0
2015-02-02 04:00:00,0.0,0.160754527588
2015-02-02 05:00:00,0.0,0.715505060769
2015-02-02 06:00:00,0.0,1.12951322181
2015-02-02 07:00:00,2.0,1.60352131919
2015-02-02 08:00:00,2.0,2.0
2015-02-02 09:00:00,3.0,2.0
2015-02-02 10:00:00,4.0,2.3657812255
2015-02-02 11:00:00,2.0,2.58097662347
2015-02-02 12:00:00,2.0,2.5
2015-02-02 13:00:00,3.0,2.89741916127
2015-02-02 14:00:00,4.0,2.3134616088
